id,kode,nama_bahan,sumber,air_gram,energi_kal,protein_gram,lemak_gram,karbohidrat_gram,serat_gram,abu_gram,kalsium_mg,fosfor_mg,zatbesi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,bkaroten_mcg,karotentotal_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitc_mg,bdd,jenis_pangan,satuan,gambar
2382,FatSecretIndo,Aglio Olio,FatSecretIndo,0,1220,19.2,8.5,33.46,4.2,0,0,0,0,630,557,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/82f06889-2e66-4ded-a233-81ff7d6863a2.jpg
2383,FatSecretIndo,Sawi Tumis Tauge,FatSecretIndo,0,381,4.84,5.16,9.38,3.6,0,0,0,0,606,200,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/9678b8f6-279f-402f-93ad-b4b7ac8a4c03.jpg
2384,FatSecretIndo,Bolognese Wrap,FatSecretIndo,0,1011,12.78,8.41,29.08,4.9,0,0,0,0,716,430,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/c0d5ca6f-855d-4bbd-b294-8b17ead6e54d.jpg
2385,FatSecretIndo,Bola Ikan Udang Wortel,FatSecretIndo,0,126,4.08,0.9,1.12,0.1,0,0,0,0,60,75,0,0,0,0,0,0,0,0,0,100,ikan kerang udang,olahan/produk,https://m.ftscrt.com/static/recipe/030ed9ca-c7aa-4fb0-aa65-b06fded812c2.jpg
2386,FatSecretIndo,Rebusan Ayam Saus Tiram,FatSecretIndo,0,1377,29.87,12.76,21.29,0.2,0,0,0,0,1199,284,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/1501c581-d0d2-45cb-8d5f-d9dc2429e094.jpg
2387,FatSecretIndo,Enoki Pedas Manis,FatSecretIndo,0,561,3.61,8,14.56,1.6,0,0,0,0,1633,104,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/6699115a-75a0-43b7-80e0-a6b488378953.jpg
2388,FatSecretIndo,Tumis Kecambah,FatSecretIndo,0,397,8.26,3.48,8.14,1.9,0,0,0,0,1286,252,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/dec33b85-e1e7-45d5-9708-f407673d4287.jpg
2389,FatSecretIndo,Tumis Sayuran,FatSecretIndo,0,333,3.48,0.31,18.12,5.8,0,0,0,0,354,556,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/24c9d481-ed55-4da8-9e6a-8bf9e1937d14.jpg
2390,FatSecretIndo,Tumis Udang dan Bakso,FatSecretIndo,0,686,17.68,3.98,14.18,3.4,0,0,0,0,732,526,0,0,0,0,0,0,0,0,0,100,ikan kerang udang,olahan/produk,https://m.ftscrt.com/static/recipe/47cd050c-b42e-43f7-9fa5-1ca1a92c18cd.jpg
2391,FatSecretIndo,Bungkus Salad Ayam,FatSecretIndo,0,1598,33.22,15.03,27.1,3.2,0,0,0,0,728,475,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/32852371-32f7-4ed8-8a3d-84ab80b5098e.jpg
2392,FatSecretIndo,Tumis Sayuran dengan Ayam,FatSecretIndo,0,824,6.04,1.54,114.19,5.1,0,0,0,0,472,726,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/0bab4c86-639b-4864-a149-33aa264df753.jpg
2393,FatSecretIndo,Ayam Goreng Bumbu Kuning,FatSecretIndo,0,2036,54.14,26.98,2.5,0,0,0,0,0,1910,442,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/1584852f-c454-4a74-bedd-5990048ad453.jpg
2394,FatSecretIndo,Tahu Lumpia,FatSecretIndo,0,181,2.72,1.36,5.28,0.4,0,0,0,0,444,52,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/544de650-4934-4528-b236-e183265a968a.jpg
2395,FatSecretIndo,Ayam Teriyaki,FatSecretIndo,0,854,15.89,2.78,26.2,0.4,0,0,0,0,2464,169,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/feb6715d-5000-42e8-8fe4-ad3e48859fab.jpg
2396,FatSecretIndo,Sup Daging Selada Air,FatSecretIndo,0,809,17.07,10.9,8.91,2.8,0,0,0,0,953,692,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/357c500a-d89c-4045-ad20-ba5ed87a7d77.jpg
2397,FatSecretIndo,Sambal Bawang,FatSecretIndo,0,447,1.4,9.67,7.12,2.4,0,0,0,0,4,194,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/d198bade-d96f-4cfd-b17d-c0f97524b241.jpg
2398,FatSecretIndo,Brokoli Bawang Putih,FatSecretIndo,0,795,8.03,11.67,15.3,2.8,0,0,0,0,2897,352,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/09ebf138-010f-461b-8857-36d774e90964.jpg
2399,FatSecretIndo,Spring Roll Ayam,FatSecretIndo,0,498,4.11,3.09,16.86,0.8,0,0,0,0,149,83,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/eb63a2e9-07c5-4670-9ddd-3f5e668eb6d6.jpg
2400,FatSecretIndo,Ayam Suwir Kemangi,FatSecretIndo,0,1314,32.93,14.41,15.16,5.6,0,0,0,0,406,949,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/74e6ca8a-f36e-4740-a38d-938e8c3ddbaf.jpg
2401,FatSecretIndo,Ayam Suwir Kecap,FatSecretIndo,0,2059,45.52,23.02,22.89,1.8,0,0,0,0,1142,512,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/4f2ba353-7ba6-4abb-be0b-85f579b10b7c.jpg
2402,FatSecretIndo,Suwir Ayam Creamy,FatSecretIndo,0,1335,44.93,9.89,9.5,0.2,0,0,0,0,786,300,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/3b6be690-fd29-4763-ac82-f9c1a1482aa9.jpg
2403,FatSecretIndo,Sup Daging Sapi dengan Kacang Panjang,FatSecretIndo,0,1031,20.84,9.66,19.89,3.8,0,0,0,0,218,629,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/07e8e1e9-2c1b-4a48-9a38-599417f692c2.jpg
2404,FatSecretIndo,Steam Tofu Udang,FatSecretIndo,0,321,8.84,3.94,2.04,0,0,0,0,0,578,60,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/67e6f98e-1c4c-44aa-a2b8-1791e821a1cd.jpg
2405,FatSecretIndo,Tumis Brokoli Jamur,FatSecretIndo,0,1182,22.3,17.9,8.54,2.4,0,0,0,0,461,594,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/526a28eb-b264-4f4b-85e4-f0fb9ed7af5c.jpg
2406,FatSecretIndo,Sop,FatSecretIndo,0,1477,28.6,14.89,26.47,6,0,0,0,0,5066,757,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/4023f8aa-f35d-4576-aa54-f67ab88a7e1a.jpg
2407,FatSecretIndo,Tuna Bruschetta,FatSecretIndo,0,538,8.67,2.7,17.41,1.7,0,0,0,0,302,115,0,0,0,0,0,0,0,0,0,100,ikan kerang udang,olahan/produk,https://m.ftscrt.com/static/recipe/bc6eee28-91a3-4f64-86c3-79ad19165612.jpg
2408,FatSecretIndo,Oatmeal Goreng,FatSecretIndo,0,1741,14.25,19.21,50.24,7,0,0,0,0,90,510,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/078b5fa4-cae2-45e1-8d65-d9e4fbba6dc3.jpg
2409,FatSecretIndo,Udang Nori,FatSecretIndo,0,197,4.17,2.56,1.61,0.4,0,0,0,0,327,45,0,0,0,0,0,0,0,0,0,100,ikan kerang udang,olahan/produk,https://m.ftscrt.com/static/recipe/7955a85c-1945-434f-83c4-e4287f5fe9e3.jpg
2410,FatSecretIndo,Chicken Ramen Shirataki,FatSecretIndo,0,1782,34.2,4.95,60.77,10.1,0,0,0,0,560,676,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/0e455b1a-5bb4-44af-aeb0-c1dbe28b9fad.jpg
2411,FatSecretIndo,Stir Fry Asparagus,FatSecretIndo,0,92,1.42,0.97,2.82,1.3,0,0,0,0,2,127,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/0a6ffa06-fd14-40bd-b6dc-c5b880df608c.jpg
2412,FatSecretIndo,Jus Apel Pepaya,FatSecretIndo,0,925,8.2,2.87,46.06,5.2,0,0,0,0,109,825,0,0,0,0,0,0,0,0,0,100,buah,olahan/produk,https://m.ftscrt.com/static/recipe/63cac7f6-b06f-4306-a659-fc140d4680e4.jpg
2413,FatSecretIndo,Pizza,FatSecretIndo,0,602,6.25,3.81,21.91,0.7,0,0,0,0,144,31,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/8b15978d-2f68-470f-8777-9e251d080bfa.jpg
2414,FatSecretIndo,Salad Mentimun dengan Coleslaw,FatSecretIndo,0,2197,10.39,18.06,88.56,10.1,0,0,0,0,222,1458,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/f0c62326-e874-4d46-962e-09cbc14c79a3.jpg
2415,FatSecretIndo,Pancake Pisang,FatSecretIndo,0,1100,10.95,7.8,40.36,4.7,0,0,0,0,71,425,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/2564ce36-884e-41a6-9adc-6649d81d14ee.jpg
2416,FatSecretIndo,Oseng Toge Tahu Telur,FatSecretIndo,0,2038,29.79,29.7,29.12,3.7,0,0,0,0,593,621,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/ec64a84f-936e-49b6-a682-bbb3dd4d6e71.jpg
2417,FatSecretIndo,Tumis Pokcoy Saus Tiram,FatSecretIndo,0,816,3.13,11.94,22.77,4.8,0,0,0,0,921,439,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/11a594cd-c290-4fea-ad40-073acdab4c57.jpg
2418,FatSecretIndo,Bubur Ayam Merah,FatSecretIndo,0,1385,19.3,12.76,36.34,4.8,0,0,0,0,1344,257,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/a3fa8a88-e8bd-4da7-9e36-7277ae409024.jpg
2419,FatSecretIndo,Pokcoy Ayam Saus Tiram,FatSecretIndo,0,1368,47.66,2.66,25.38,1.6,0,0,0,0,1001,762,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/9f7c5bda-700d-4a3b-b9dc-b05623d4193a.jpg
2420,FatSecretIndo,Chicken Deopbap,FatSecretIndo,0,1791,26.48,25.95,26.96,8.9,0,0,0,0,1655,1069,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/3c5227c1-5a1e-4d97-a76b-5bae54c2b336.jpg
2421,FatSecretIndo,Kwetiau Ayam,FatSecretIndo,0,1347,9.9,9.43,48.97,0.5,0,0,0,0,2387,163,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/9c82a46c-2cb2-4490-89ec-b134ef3d14ed.jpg
2422,FatSecretIndo,Tumis Toge,FatSecretIndo,0,159,3.97,0.51,6.67,2.3,0,0,0,0,567,132,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/fe535711-e70c-49d7-b96b-4e6df5ea9249.jpg
2423,FatSecretIndo,Ampyang,FatSecretIndo,0,550,3.56,7.47,14.47,1.2,0,0,0,0,4,128,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/4cf1d9c1-92f1-4a67-9452-ddf951404cee.jpg
2424,FatSecretIndo,Semur Tahu,FatSecretIndo,0,885,5.84,7.22,32.8,2.5,0,0,0,0,860,394,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/4f948cfc-5dc3-4448-9dd5-a4fe7fa1c8de.jpg
2425,FatSecretIndo,Tumis Tahu Telur Wortel,FatSecretIndo,0,1054,16.88,5.75,39.01,10.1,0,0,0,0,151,1207,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/bcd9772a-1e28-40c4-b414-6c96127409bb.jpg
2426,FatSecretIndo,Bagel,FatSecretIndo,0,975,7.06,2.29,46.76,0.2,0,0,0,0,394,17,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/d67fc8b7-0ee1-4717-b81d-b557c840570d.jpg
2427,FatSecretIndo,Tahu Goreng Telur,FatSecretIndo,0,789,4.51,16.69,6.92,1.1,0,0,0,0,1544,148,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/3f634a4d-0188-4752-b68d-37ef262910d3.jpg
2428,FatSecretIndo,Sup Telur Pedas,FatSecretIndo,0,1600,10.12,32.01,17.04,5,0,0,0,0,1366,614,0,0,0,0,0,0,0,0,0,100,telur,olahan/produk,https://m.ftscrt.com/static/recipe/aaf9410c-2cf7-4530-ba5f-c9a7dc34129c.jpg
2429,FatSecretIndo,Cumi Lada Hitam,FatSecretIndo,0,448,12.17,3.36,6.46,0.6,0,0,0,0,100,272,0,0,0,0,0,0,0,0,0,100,ikan kerang udang,olahan/produk,https://m.ftscrt.com/static/recipe/0ffeccac-d8aa-4aef-8ccc-91bd05d5a335.jpg
2430,FatSecretIndo,Bubur Ayam Oatmeal,FatSecretIndo,0,1816,35.87,15.94,38.34,4.2,0,0,0,0,398,520,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/57a453bc-00aa-4394-a089-9028ab09cc1e.jpg
2431,FatSecretIndo,Tumis Tahu dan Tuna,FatSecretIndo,0,1310,17.9,18.11,23,5,0,0,0,0,1783,669,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/d18fe186-d3ef-4e1e-bba6-ff947a09f221.jpg
2432,FatSecretIndo,Bulgogi,FatSecretIndo,0,2948,35.52,33.82,65.6,1,0,0,0,0,3470,764,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/d5f8b0d9-dadc-45ac-9eb0-6b2b3a7963d3.jpg
2433,FatSecretIndo,Tumis Timun dan Ayam,FatSecretIndo,0,987,10.16,17.43,8.93,0.4,0,0,0,0,622,221,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/698e30fc-8687-47c1-b7be-529db7f9eea5.jpg
2434,FatSecretIndo,Tumis Kangkung,FatSecretIndo,0,243,2.29,3.09,6.41,1.6,0,0,0,0,44,357,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/dd44fafb-7c78-4a53-bdf6-b34c952f060e.jpg
2435,FatSecretIndo,Tumis Telur Tahu,FatSecretIndo,0,1163,26.23,14.74,15.09,2.8,0,0,0,0,959,761,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/5ff58275-2317-4e0e-aaee-7ebe45a505a5.jpg
2436,FatSecretIndo,Bubur Ayam Oatmeal,FatSecretIndo,0,1297,34.37,9.15,24.33,2.6,0,0,0,0,1115,149,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/458178e5-70b7-4b63-ad16-a0dfc280efe3.jpg
2437,FatSecretIndo,Ayam Saos Tiram,FatSecretIndo,0,2799,76.66,26.24,29.58,3.9,0,0,0,0,2529,955,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/7d697424-6c3e-4844-bccd-03e715b618a7.jpg
2438,FatSecretIndo,Spaghetti Gandum dengan Saus Tomat,FatSecretIndo,0,1054,12.42,7.95,34.01,3.8,0,0,0,0,686,613,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/db201b7a-b425-4dfb-9459-ae0083d41ddd.jpg
2439,FatSecretIndo,Bubur Ayam Oatmeal,FatSecretIndo,0,1272,35.65,9.97,21.06,2.6,0,0,0,0,240,128,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/6a2500e3-c3f1-496c-8e45-b948777c70d1.jpg
2440,FatSecretIndo,Salad Sayur,FatSecretIndo,0,561,3.26,0.74,32.69,8.9,0,0,0,0,29,612,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/c6e3392f-b02f-444e-a1be-e0625c349c6e.jpg
2441,FatSecretIndo,Bakwan Sayur Teflon,FatSecretIndo,0,904,4.4,6.72,34.6,1.4,0,0,0,0,21,123,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/4ff4bdff-e88a-4227-a320-5ca04e4e25d2.jpg
2442,FatSecretIndo,Green Smoothie,FatSecretIndo,0,958,6.94,7.58,33.68,10,0,0,0,0,43,133,0,0,0,0,0,0,0,0,0,100,buah,olahan/produk,https://m.ftscrt.com/static/recipe/1e98265c-fb97-43e5-851a-42575e466f91.jpg
2443,FatSecretIndo,Cumi Hitam,FatSecretIndo,0,1165,25.76,12.43,16.89,2.6,0,0,0,0,750,643,0,0,0,0,0,0,0,0,0,100,ikan kerang udang,olahan/produk,https://m.ftscrt.com/static/recipe/80858e59-f063-41a2-8bbe-ad31e69894d7.jpg
2444,FatSecretIndo,Omlet Bayam,FatSecretIndo,0,397,7.04,4.8,7.55,2.6,0,0,0,0,266,587,0,0,0,0,0,0,0,0,0,100,telur,olahan/produk,https://m.ftscrt.com/static/recipe/d8d89660-924a-4b6b-bb89-eacbe9a22367.jpg
2445,FatSecretIndo,Pakcoy dengan Bawang Putih,FatSecretIndo,0,808,1.72,14.68,14.22,1.5,0,0,0,0,2629,236,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/523a726d-9fdb-4b30-858b-039133c90dc0.jpg
2446,FatSecretIndo,Pokcoy Kuah Pedas,FatSecretIndo,0,1454,29.26,14.18,26.22,3,0,0,0,0,1103,581,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/a967d6c7-3549-48b3-a1ff-fbf326778bfd.jpg
2447,FatSecretIndo,Tempe Kecap,FatSecretIndo,0,2046,22.38,23.68,56.79,6.4,0,0,0,0,3005,1043,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/082cfdd8-bbd1-4a46-a40c-e05649259d3a.jpg
2448,FatSecretIndo,Bayam Tumis Tahu,FatSecretIndo,0,1661,31.87,27.12,11.82,4,0,0,0,0,1069,1187,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/5ba3aa97-6cb6-48c3-8f21-d804d4380e40.jpg
2449,FatSecretIndo,Chicken Teriyaki,FatSecretIndo,0,1272,31.57,3.69,32.81,5.2,0,0,0,0,2949,864,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/648b76e6-e4c3-4674-8eb3-eec94d151e5f.jpg
2450,FatSecretIndo,Telor Dadar,FatSecretIndo,0,1029,11.04,19.17,7,1.4,0,0,0,0,243,232,0,0,0,0,0,0,0,0,0,100,telur,olahan/produk,https://m.ftscrt.com/static/recipe/4a6ed25b-6543-4346-ba67-b72823d626a5.jpg
2451,FatSecretIndo,Sup Tahu Brokoli,FatSecretIndo,0,663,12.05,9.32,8.89,2,0,0,0,0,1034,348,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/62115c31-49dd-4fc9-b195-88707c406401.jpg
2452,FatSecretIndo,Bihun Jamur,FatSecretIndo,0,1812,25.45,12.2,55.15,4.8,0,0,0,0,2400,637,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/6ba736b9-e389-425f-8ec0-3c22d551956b.jpg
2453,FatSecretIndo,Sup Tofu Telur,FatSecretIndo,0,2105,18.12,38.59,31.92,5.3,0,0,0,0,1250,558,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/afcbc87b-2fa3-401c-acfb-008d88fdaaa1.jpg
2454,FatSecretIndo,Nasi Goreng Mentega,FatSecretIndo,0,1439,8.15,14.91,41.13,0.5,0,0,0,0,729,93,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/c7d2d6c4-8f2b-411b-9494-2b202d7bffc0.jpg
2455,FatSecretIndo,Smoothies Berry,FatSecretIndo,0,569,5.28,2.13,26.9,3.3,0,0,0,0,42,322,0,0,0,0,0,0,0,0,0,100,buah,olahan/produk,https://m.ftscrt.com/static/recipe/4dce64a2-1910-4c48-9862-4de8f2fb73e1.jpg
2456,FatSecretIndo,Tempe Teriyaki,FatSecretIndo,0,2025,18.94,19.87,51.74,0.5,0,0,0,0,11626,455,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/c250a11e-172b-4479-b2b6-1e6985fad605.jpg
2457,FatSecretIndo,Tumis Ayam Tahu Telur,FatSecretIndo,0,1929,47.59,27.12,4.41,0.3,0,0,0,0,1012,464,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/86c26762-01f2-4a28-904a-6c539f1428e0.jpg
2458,FatSecretIndo,Ayam Teriyaki,FatSecretIndo,0,697,18.38,7.55,5.96,1.4,0,0,0,0,2148,253,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/f4ad1c91-34fa-4fae-ad98-3aa4aa52aa1c.jpg
2459,FatSecretIndo,Oseng Tahu Buncis Telur,FatSecretIndo,0,322,4.89,4.9,4.68,1.8,0,0,0,0,304,162,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/bd55ba59-2c6d-440e-8641-89ab03a267cc.jpg
2460,FatSecretIndo,Oseng Sawi Telur,FatSecretIndo,0,473,7.87,5.15,9.54,1.6,0,0,0,0,105,306,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/485db2c7-a339-490b-bf52-18eb66a0229c.jpg
2461,FatSecretIndo,Capcay Toge,FatSecretIndo,0,837,20.3,5.51,23.42,4,0,0,0,0,532,376,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/7b071d87-c929-4812-91ad-b54eca1796d9.jpg
2462,FatSecretIndo,Sup Telur,FatSecretIndo,0,782,12.24,10.95,10.99,3.6,0,0,0,0,3254,223,0,0,0,0,0,0,0,0,0,100,telur,olahan/produk,https://m.ftscrt.com/static/recipe/051eed7e-198e-4be3-9de2-397123bddc89.jpg
2463,FatSecretIndo,Spaghetti,FatSecretIndo,0,2900,44.5,26.37,71.94,7.5,0,0,0,0,1751,1104,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/ec423167-afa7-4b00-a708-b72015a00d3f.jpg
2464,FatSecretIndo,Terong Balado Rebus,FatSecretIndo,0,1264,17.57,11.22,44.94,13.4,0,0,0,0,849,1288,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/72ebc15e-d82f-4a5d-aea4-f76a5fc2ac21.jpg
2465,FatSecretIndo,Tempe Tahu Orek,FatSecretIndo,0,20,0.18,0.29,0.39,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://m.ftscrt.com/static/recipe/5cbb7046-4610-454b-88c4-266719105876.jpg
2466,FatSecretIndo,Tumis Sawi Tahu,FatSecretIndo,0,1885,14.88,38.64,13.87,3.5,0,0,0,0,700,260,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/5d03658d-cdb7-4d13-ad9b-ccf71c349ff2.jpg
2467,FatSecretIndo,Shakshuka,FatSecretIndo,0,1184,18.65,11,31.06,6.3,0,0,0,0,331,1362,0,0,0,0,0,0,0,0,0,100,telur,olahan/produk,https://m.ftscrt.com/static/recipe/fb98f709-9289-43bc-8dc8-4d043c9867d9.jpg
2468,FatSecretIndo,Toast Avocado,FatSecretIndo,0,2042,6.83,37.53,39.95,15,0,0,0,0,216,1059,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/445eff56-9751-43aa-853f-4b774d8527e9.jpg
2469,FatSecretIndo,Oat Almond Butter Cookies,FatSecretIndo,0,193,1.42,2.93,4.41,0.6,0,0,0,0,69,28,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/ab505e48-9050-41b8-8f62-c04deef45fdf.jpg
2470,FatSecretIndo,Blueband Biskuit Lunak,FatSecretIndo,0,1255,3.56,17.31,32.54,1.9,0,0,0,0,136,24,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/15f70bba-a2d1-4246-8192-60230f41c011.jpg
2471,FatSecretIndo,Udang Tumis Brokoli,FatSecretIndo,0,1396,58.79,5.72,8.87,1.2,0,0,0,0,1845,504,0,0,0,0,0,0,0,0,0,100,ikan kerang udang,olahan/produk,https://m.ftscrt.com/static/recipe/e6865564-f148-4263-9fb1-fc0d8796a518.jpg
2472,FatSecretIndo,Sup Tahu Wortel,FatSecretIndo,0,791,14.65,9.43,17.51,5.7,0,0,0,0,2387,665,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://m.ftscrt.com/static/recipe/53bb17ad-f544-44da-9330-5157555a24c1.jpg
2473,FatSecretIndo,Ayam Brokoli Tumis,FatSecretIndo,0,1452,27.81,20.58,14.47,5.4,0,0,0,0,3652,674,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://m.ftscrt.com/static/recipe/fc638dbc-f534-4535-b9ab-fdf561cfc0a1.jpg
2474,FatSecretIndo,Vegan Cookies,FatSecretIndo,0,262,1.21,2.28,9.73,1.4,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://m.ftscrt.com/static/recipe/58c1a644-41f6-4840-a0f4-173470d7c36a.jpg
